Address,SoldPrice,Bedrooms,Bathrooms,AreaSqFt,PropertyType,Neighborhood,PricePerSqFt
"638 S Van Ness Ave, San Francisco, CA, 94110",1257000,,3.0,3750.0,MULTI_FAMILY,San Francisco,335.2
"1621 Shafter Ave, San Francisco, CA, 94124",601000,0.0,,1944.0,SINGLE_FAMILY,San Francisco,309.156378600823
"461 Peninsula Ave, San Francisco, CA, 94134",1170000,5.0,3.0,2028.0,SINGLE_FAMILY,San Francisco,576.9230769230769
"117 Meadowbrook Dr, San Francisco, CA, 94132",1938000,3.0,2.0,2013.0,SINGLE_FAMILY,San Francisco,962.74217585693
"1882 26th Ave, San Francisco, CA, 94122",1418000,2.0,1.0,1100.0,SINGLE_FAMILY,San Francisco,1289.090909090909
"2642 17th Ave, San Francisco, CA, 94116",2050000,3.0,1.0,1848.0,SINGLE_FAMILY,San Francisco,1109.3073593073593
"175 San Rafael Way, San Francisco, CA, 94127",1200000,,1.0,1642.0,SINGLE_FAMILY,San Francisco,730.816077953715
"275 Oak St, San Francisco, CA, 94102",447500,5.0,4.0,3382.0,MULTI_FAMILY,San Francisco,132.31815493790657
"2450 16th Ave, San Francisco, CA, 94116",1650000,3.0,3.0,1894.0,SINGLE_FAMILY,San Francisco,871.1721224920802
"488 Folsom St Apt 4801, San Francisco, CA, 94105",4600000,3.0,3.0,2159.0,CONDO,San Francisco,2130.6160259379344
"558 Wisconsin St, San Francisco, CA, 94107",1025000,2.0,2.0,1150.0,CONDOS,San Francisco,891.304347826087
"1831 Rivera St, San Francisco, CA, 94116",1475000,3.0,2.0,1366.0,SINGLE_FAMILY,San Francisco,1079.7950219619327
"27 Seal Rock Dr, San Francisco, CA, 94121",1500000,2.0,2.0,1350.0,SINGLE_FAMILY,San Francisco,1111.111111111111
"2191 30th Ave, San Francisco, CA, 94116",1550000,2.0,2.0,1588.0,SINGLE_FAMILY,San Francisco,976.0705289672544
"419 Garfield St, San Francisco, CA, 94132",1400000,4.0,2.0,1700.0,SINGLE_FAMILY,San Francisco,823.5294117647059
"163-165 7th Ave, San Francisco, CA, 94118",2625000,0.0,,3575.0,MULTI_FAMILY,San Francisco,734.2657342657343
"1353 Oak St, San Francisco, CA, 94117",1470000,3.0,1.0,1336.0,CONDOS,San Francisco,1100.2994011976048
"1033 Fell St, San Francisco, CA, 94117",1500000,3.0,2.0,1950.0,CONDOS,San Francisco,769.2307692307693
"26 Forest Side Ave, San Francisco, CA, 94127",3900000,5.0,3.0,3220.0,SINGLE_FAMILY,San Francisco,1211.1801242236024
"675 Victoria St, San Francisco, CA, 94127",1700000,4.0,3.0,2213.0,SINGLE_FAMILY,San Francisco,768.1879801174875
"88 Arkansas St Apt 505, San Francisco, CA, 94107",615000,1.0,1.0,502.0,CONDO,San Francisco,1225.0996015936255
"369 Princeton St, San Francisco, CA, 94134",1308000,4.0,2.0,1855.0,SINGLE_FAMILY,San Francisco,705.1212938005391
"3338 17th St Apt 108, San Francisco, CA, 94110",516000,,,1043.0,CONDO,San Francisco,494.7267497603068
"706 Mission St Unit 35B, San Francisco, CA, 94103",8750000,3.0,4.0,4242.0,CONDOS,San Francisco,2062.7062706270626
"3125 Jennings St, San Francisco, CA, 94124",900000,3.0,1.0,1050.0,SINGLE_FAMILY,San Francisco,857.1428571428571
"3120 Franklin St Apt 2, San Francisco, CA, 94123",1020000,1.0,1.0,843.0,CONDOS,San Francisco,1209.964412811388
"201 Harrison St Apt 429, San Francisco, CA, 94105",400000,0.0,1.0,432.0,CONDOS,San Francisco,925.925925925926
"634 30th Ave, San Francisco, CA, 94121",1775000,3.0,1.0,1800.0,SINGLE_FAMILY,San Francisco,986.1111111111111
"950 Tennessee St Unit 127, San Francisco, CA, 94107",1290000,3.0,2.0,1442.0,CONDOS,San Francisco,894.5908460471567
"1480-1490 Clay St, San Francisco, CA, 94109",2230000,19.0,4.0,9995.0,MULTI_FAMILY,San Francisco,223.11155577788895
"83 McAllister St Apt 106, San Francisco, CA, 94102",330000,0.0,1.0,323.0,CONDOS,San Francisco,1021.671826625387
"129 Joost Ave, San Francisco, CA, 94131",1575000,3.0,2.0,1700.0,SINGLE_FAMILY,San Francisco,926.4705882352941
"225 Amherst St, San Francisco, CA, 94134",1570000,4.0,4.0,2135.0,SINGLE_FAMILY,San Francisco,735.3629976580796
"318 Main St Unit 7F, San Francisco, CA, 94105",2565000,3.0,3.0,1797.0,CONDOS,San Francisco,1427.3789649415694
"41-43 Mallorca Way, San Francisco, CA, 94123",2750000,4.0,,2800.0,MULTI_FAMILY,San Francisco,982.1428571428571
"1600 Webster St Apt 409, San Francisco, CA, 94115",780000,1.0,1.0,717.0,CONDOS,San Francisco,1087.8661087866108
"720 26th Ave, San Francisco, CA, 94121",1200000,3.0,1.0,1555.0,SINGLE_FAMILY,San Francisco,771.7041800643087
"288 Pacific Ave Unit 3A, San Francisco, CA, 94111",1850000,2.0,2.0,1207.0,CONDOS,San Francisco,1532.7257663628832
"2060 Sutter St Apt 202, San Francisco, CA, 94115",1100000,2.0,2.0,988.0,CONDOS,San Francisco,1113.3603238866397
"7 Fontinella Ter, San Francisco, CA, 94107",810000,3.0,1.0,1109.0,TOWNHOMES,San Francisco,730.3877366997294
"1175 Hollister Ave, San Francisco, CA, 94124",730000,3.0,1.0,1603.0,SINGLE_FAMILY,San Francisco,455.3961322520274
"1348 11th Ave, San Francisco, CA, 94122",1940000,10.0,3.0,3842.0,MULTI_FAMILY,San Francisco,504.9453409682457
"1506 Lombard St, San Francisco, CA, 94123",2075000,8.0,,5124.0,MULTI_FAMILY,San Francisco,404.95706479313037
"52 Kirkwood Ave Apt 308, San Francisco, CA, 94124",710000,2.0,2.0,1044.0,CONDOS,San Francisco,680.0766283524904
"785 Andover St, San Francisco, CA, 94110",1215000,3.0,2.0,1748.0,SINGLE_FAMILY,San Francisco,695.0800915331807
"1779 29th Ave, San Francisco, CA, 94122",2268000,4.0,3.0,1986.0,SINGLE_FAMILY,San Francisco,1141.9939577039274
"2421 Quintara St, San Francisco, CA, 94116",1350000,3.0,2.0,1306.0,SINGLE_FAMILY,San Francisco,1033.6906584992344
"338 Teresita Blvd, San Francisco, CA, 94127",2048000,3.0,2.0,1600.0,SINGLE_FAMILY,San Francisco,1280.0
"386 Capistrano Ave, San Francisco, CA, 94112",975000,2.0,1.0,1155.0,SINGLE_FAMILY,San Francisco,844.1558441558442
"574 Peralta Ave, San Francisco, CA, 94110",1786000,3.0,2.0,1270.0,SINGLE_FAMILY,San Francisco,1406.2992125984251
"1045 Prague St, San Francisco, CA, 94112",492000,2.0,1.0,1067.0,SINGLE_FAMILY,San Francisco,461.10590440487346
"2922 Pine St, San Francisco, CA, 94115",1030000,2.0,2.0,1070.0,CONDOS,San Francisco,962.6168224299065
"869 Bowdoin St, San Francisco, CA, 94134",1258888,3.0,1.0,1400.0,SINGLE_FAMILY,San Francisco,899.2057142857143
"38 Bryant St Unit 605, San Francisco, CA, 94105",710000,1.0,1.0,722.0,CONDOS,San Francisco,983.3795013850415
"522 Clipper St, San Francisco, CA, 94114",1505000,4.0,3.0,1510.0,CONDOS,San Francisco,996.6887417218543
"37 Niagara Ave, San Francisco, CA, 94112",751680,2.0,1.0,807.0,SINGLE_FAMILY,San Francisco,931.449814126394
"579 6th Ave Apt 202, San Francisco, CA, 94118",1105000,2.0,2.0,856.0,CONDOS,San Francisco,1290.8878504672898
"678 Page St, San Francisco, CA, 94117",1405000,2.0,1.0,1309.0,CONDOS,San Francisco,1073.3384262796028
"930 Scott St Apt 6, San Francisco, CA, 94115",905000,12.0,6.0,6942.0,OTHER,San Francisco,130.3658887928551
"74 New Montgomery St Unit 204, San Francisco, CA, 94105",445000,1.0,1.0,492.0,CONDOS,San Francisco,904.4715447154472
"38 Bryant St Unit 604, San Francisco, CA, 94105",960000,2.0,2.0,1073.0,CONDOS,San Francisco,894.6877912395154
"195 25th Ave Apt 501, San Francisco, CA, 94121",1425000,2.0,2.0,1300.0,CONDOS,San Francisco,1096.1538461538462
"70 Bradford St, San Francisco, CA, 94110",1150000,3.0,1.0,1034.0,SINGLE_FAMILY,San Francisco,1112.1856866537717
"426 3rd Ave, San Francisco, CA, 94118",1280000,2.0,3.0,3190.0,MULTI_FAMILY,San Francisco,401.2539184952978
"2230 20th Ave, San Francisco, CA, 94116",800000,3.0,2.0,1500.0,SINGLE_FAMILY,San Francisco,533.3333333333334
"960 Market St Unit 503, San Francisco, CA, 94102",757500,1.0,1.0,640.0,CONDOS,San Francisco,1183.59375
"273 27th St, San Francisco, CA, 94131",1230000,2.0,1.0,1082.0,CONDOS,San Francisco,1136.7837338262477
"831 45th Ave, San Francisco, CA, 94121",1425000,2.0,1.0,1175.0,SINGLE_FAMILY,San Francisco,1212.7659574468084
"4040 Ortega St, San Francisco, CA, 94122",1100000,2.0,2.0,800.0,SINGLE_FAMILY,San Francisco,1375.0
"813-817 Kansas St, San Francisco, CA, 94107",1769000,9.0,6.0,4945.0,MULTI_FAMILY,San Francisco,357.7350859453994
"1438 Green St Unit 2C, San Francisco, CA, 94109",995000,2.0,2.0,1071.0,CONDOS,San Francisco,929.0382819794585
"2430 Pine St, San Francisco, CA, 94115",3500000,3.0,2.0,2010.0,SINGLE_FAMILY,San Francisco,1741.2935323383085
"415 Bryant St Apt 8, San Francisco, CA, 94107",1280000,2.0,2.0,1655.0,CONDOS,San Francisco,773.4138972809668
"1220 Jones St Unit 601, San Francisco, CA, 94109",3800000,3.0,3.0,2715.0,CONDOS,San Francisco,1399.6316758747698
"555 Laurel St, San Francisco, CA, 94118",3350000,3.0,3.0,2525.0,SINGLE_FAMILY,San Francisco,1326.7326732673268
"6 Mint Plz Unit 504A, San Francisco, CA, 94103",630000,2.0,2.0,864.0,CONDOS,San Francisco,729.1666666666666
"425 1st St Unit 1508, San Francisco, CA, 94105",765000,1.0,1.0,755.0,CONDOS,San Francisco,1013.2450331125827
"122 Banks St, San Francisco, CA, 94110",1585000,5.0,2.0,2388.0,MULTI_FAMILY,San Francisco,663.7353433835846
"777 Le Conte Ave, San Francisco, CA, 94124",785000,3.0,2.0,1250.0,CONDO,San Francisco,628.0
"1438 Jackson St, San Francisco, CA, 94109",1895000,3.0,2.0,1232.0,CONDOS,San Francisco,1538.1493506493507
"2185 Bush St Apt 214, San Francisco, CA, 94115",787000,1.0,1.0,773.0,CONDOS,San Francisco,1018.111254851229
"2720 Divisadero St, San Francisco, CA, 94123",1665000,,6.0,5950.0,OTHER,San Francisco,279.83193277310926
"1462 29th Ave, San Francisco, CA, 94122",1660000,3.0,1.0,1780.0,SINGLE_FAMILY,San Francisco,932.5842696629213
"1610 Sacramento St Apt 3, San Francisco, CA, 94109",1250000,2.0,2.0,1252.0,CONDOS,San Francisco,998.4025559105431
"1567 44th Ave, San Francisco, CA, 94122",1537000,3.0,2.0,1578.0,SINGLE_FAMILY,San Francisco,974.0177439797212
"612 Moultrie St, San Francisco, CA, 94110",970000,2.0,1.0,1025.0,SINGLE_FAMILY,San Francisco,946.3414634146342
"1414-1416 36th Ave, San Francisco, CA, 94122",1725000,4.0,2.0,2250.0,MULTI_FAMILY,San Francisco,766.6666666666666
"7 Wright St, San Francisco, CA, 94110",1225000,3.0,2.0,1600.0,SINGLE_FAMILY,San Francisco,765.625
"205 Dellbrook Ave, San Francisco, CA, 94131",2200000,4.0,2.0,1797.0,SINGLE_FAMILY,San Francisco,1224.2626599888704
"1469 38th Ave, San Francisco, CA, 94122",1900000,2.0,1.0,1380.0,SINGLE_FAMILY,San Francisco,1376.8115942028985
"22 Temple St, San Francisco, CA, 94114",1888000,3.0,2.0,1624.0,SINGLE_FAMILY,San Francisco,1162.5615763546798
"650 42nd Ave, San Francisco, CA, 94121",1725000,3.0,1.0,1487.0,SINGLE_FAMILY,San Francisco,1160.053799596503
"1875 9th Ave, San Francisco, CA, 94122",1850000,3.0,2.0,2518.0,SINGLE_FAMILY,San Francisco,734.7100873709293
"960 Market St Unit 305, San Francisco, CA, 94102",625000,1.0,1.0,665.0,CONDO,San Francisco,939.8496240601504
"986 S Van Ness Ave Unit 402, San Francisco, CA, 94110",549000,1.0,1.0,509.0,CONDOS,San Francisco,1078.5854616895874
"2769 Union St, San Francisco, CA, 94123",3500000,3.0,2.0,2800.0,CONDO,San Francisco,1250.0
"1483 Sutter St Unit 1207, San Francisco, CA, 94109",1130000,2.0,2.0,1403.0,CONDOS,San Francisco,805.4169636493228
"23 Sparta St, San Francisco, CA, 94134",2200000,4.0,4.0,3640.0,SINGLE_FAMILY,San Francisco,604.3956043956044
"460 Arkansas St, San Francisco, CA, 94107",1600000,3.0,2.0,1966.0,CONDO,San Francisco,813.8351983723296
"1 Steuart Ln Unit 308, San Francisco, CA, 94105",1181500,1.0,1.0,1101.0,CONDOS,San Francisco,1073.115349682107
"545 Niagara Ave, San Francisco, CA, 94112",1160000,3.0,2.0,1823.0,SINGLE_FAMILY,San Francisco,636.3137685134394
"403 Main St Unit 215N, San Francisco, CA, 94105",1100000,2.0,2.0,1207.0,CONDOS,San Francisco,911.3504556752279
"239 Brannan St Unit 7J, San Francisco, CA, 94107",1500000,2.0,2.0,1530.0,CONDOS,San Francisco,980.3921568627451
"2829 California St Unit 1C, San Francisco, CA, 94116",502159,2.0,2.0,963.0,CONDOS,San Francisco,521.4527518172378
"1603 18th St, San Francisco, CA, 94107",900000,2.0,2.0,1157.0,CONDOS,San Francisco,777.8738115816767
"781 11th Ave, San Francisco, CA, 94118",1568000,4.0,4.0,3000.0,MULTI_FAMILY,San Francisco,522.6666666666666
"949 Fell St Apt 12, San Francisco, CA, 94117",1157000,3.0,3.0,1170.0,SINGLE_FAMILY,San Francisco,988.8888888888889
"338 Main St Unit 36B, San Francisco, CA, 94105",6500000,3.0,3.0,3800.0,CONDOS,San Francisco,1710.5263157894738
"372 Moultrie St, San Francisco, CA, 94110",1825000,3.0,3.0,1321.0,SINGLE_FAMILY,San Francisco,1381.5291445874338
"1125 18th St Apt 2, San Francisco, CA, 94107",570000,1.0,1.0,559.0,CONDOS,San Francisco,1019.6779964221824
"1 Bristol Ct Apt 314, San Francisco, CA, 94130",1295000,1.0,1.0,1031.0,CONDO,San Francisco,1256.0620756547041
"416 Elmira St, San Francisco, CA, 94124",1050000,2.0,1.0,1200.0,SINGLE_FAMILY,San Francisco,875.0
"225 Locust St, San Francisco, CA, 94118",8500000,6.0,6.0,4448.0,SINGLE_FAMILY,San Francisco,1910.9712230215828
"1531 11th Ave, San Francisco, CA, 94122",1618000,3.0,2.0,1550.0,CONDOS,San Francisco,1043.8709677419354
"1699 Vallejo St Apt 1, San Francisco, CA, 94123",1048000,1.0,1.0,981.0,CONDOS,San Francisco,1068.2976554536187
"279 Graystone Ter Apt 3, San Francisco, CA, 94114",780000,1.0,1.0,736.0,CONDOS,San Francisco,1059.7826086956522
"489 Harrison St Unit 302, San Francisco, CA, 94105",1350000,2.0,2.0,1542.0,TOWNHOMES,San Francisco,875.4863813229572
"359 Harkness Ave, San Francisco, CA, 94134",979000,3.0,2.0,1105.0,SINGLE_FAMILY,San Francisco,885.972850678733
"3044 Franklin St Apt 302, San Francisco, CA, 94123",1623375,3.0,2.0,1650.0,CONDOS,San Francisco,983.8636363636364
"318 Caselli Ave, San Francisco, CA, 94114",2437500,4.0,2.0,2930.0,SINGLE_FAMILY,San Francisco,831.9112627986348
"316 Gold Mine Dr, San Francisco, CA, 94131",2050000,4.0,3.0,2733.0,SINGLE_FAMILY,San Francisco,750.0914745700695
"52 Kirkwood Ave Apt 326, San Francisco, CA, 94124",769800,2.0,2.0,1109.0,CONDOS,San Francisco,694.1388638412984
"333 Crestmont Dr, San Francisco, CA, 94131",1780000,,5.0,2870.0,MULTI_FAMILY,San Francisco,620.2090592334495
"2525 Van Ness Ave Ste 504, San Francisco, CA, 94109",1895000,2.0,2.0,1353.0,CONDOS,San Francisco,1400.591278640059
"301 Main St Unit 11C, San Francisco, CA, 94105",899000,1.0,1.0,809.0,CONDOS,San Francisco,1111.248454882571
"1601 Pacific Ave Apt 402, San Francisco, CA, 94109",1400000,2.0,2.0,1186.0,TOWNHOMES,San Francisco,1180.4384485666105
"260 Curtis St, San Francisco, CA, 94112",1550000,3.0,3.0,1826.0,SINGLE_FAMILY,San Francisco,848.8499452354874
"1962 22nd Ave, San Francisco, CA, 94116",2080000,3.0,2.0,2402.0,SINGLE_FAMILY,San Francisco,865.9450457951707
"700 Lawton St, San Francisco, CA, 94122",2790000,5.0,4.0,3490.0,SINGLE_FAMILY,San Francisco,799.4269340974212
"2451 Folsom St, San Francisco, CA, 94110",4200000,5.0,4.0,4359.0,SINGLE_FAMILY,San Francisco,963.5237439779766
"4410 17th St, San Francisco, CA, 94114",1430000,2.0,1.0,1150.0,CONDOS,San Francisco,1243.4782608695652
"999 16th St Apt 10, San Francisco, CA, 94107",840000,1.0,1.0,1110.0,CONDOS,San Francisco,756.7567567567568
"1998 Vallejo St Apt 6, San Francisco, CA, 94123",3150000,2.0,2.0,2050.0,CONDOS,San Francisco,1536.5853658536585
"771 Panorama Dr, San Francisco, CA, 94131",1740000,,1.0,1298.0,SINGLE_FAMILY,San Francisco,1340.5238828967642
"707 San Bruno Ave, San Francisco, CA, 94107",1375000,3.0,2.0,1490.0,CONDOS,San Francisco,922.8187919463087
"2169 Folsom St Apt S109, San Francisco, CA, 94110",400000,,1.0,408.0,OTHER,San Francisco,980.3921568627451
"1116 Diamond St, San Francisco, CA, 94114",1245000,3.0,1.0,1243.0,SINGLE_FAMILY,San Francisco,1001.609010458568
"2190 30th Ave, San Francisco, CA, 94116",490000,,1.0,1400.0,SINGLE_FAMILY,San Francisco,350.0
"3201 Mission St, San Francisco, CA, 94110",3255000,14.0,,10494.0,MULTI_FAMILY,San Francisco,310.1772441395083
"1917-1919 Larkin St, San Francisco, CA, 94109",1688888,3.0,5.0,3440.0,MULTI_FAMILY,San Francisco,490.95581395348836
"260 King St Unit 1113, San Francisco, CA, 94107",392500,1.0,1.0,814.0,CONDO,San Francisco,482.1867321867322
"483 Silver Ave, San Francisco, CA, 94112",1200000,3.0,2.0,1485.0,SINGLE_FAMILY,San Francisco,808.0808080808081
"260 Portola Dr, San Francisco, CA, 94131",1288000,2.0,3.0,1501.0,TOWNHOMES,San Francisco,858.0946035976016
"110 Channel St Unit 532, San Francisco, CA, 94158",1068000,1.0,2.0,887.0,CONDOS,San Francisco,1204.0586245772265
"369-371 21st Ave, San Francisco, CA, 94121",2015000,8.0,,4038.0,MULTI_FAMILY,San Francisco,499.0094105993066
"738 27th St, San Francisco, CA, 94131",2500000,3.0,2.0,1822.0,SINGLE_FAMILY,San Francisco,1372.1185510428102
"9 Lobos St, San Francisco, CA, 94112",1100000,4.0,2.0,1726.0,SINGLE_FAMILY,San Francisco,637.3117033603708
"104 Bache St, San Francisco, CA, 94110",1475000,3.0,3.0,1608.0,CONDO,San Francisco,917.2885572139304
"1630 Oakdale Ave, San Francisco, CA, 94124",1250000,6.0,4.0,2750.0,MULTI_FAMILY,San Francisco,454.54545454545456
"1340 Clay St Unit 302, San Francisco, CA, 94109",740000,1.0,1.0,975.0,CONDOS,San Francisco,758.974358974359
"300 Corbett Ave, San Francisco, CA, 94114",1880000,3.0,2.0,2110.0,SINGLE_FAMILY,San Francisco,890.9952606635071
"109 S Lake Merced Hls Apt 1A, San Francisco, CA, 94132",805000,2.0,2.0,1269.0,CONDOS,San Francisco,634.3577620173365
"261 States St, San Francisco, CA, 94114",1566000,3.0,2.0,1429.0,CONDOS,San Francisco,1095.8712386284114
"2443 47th Ave, San Francisco, CA, 94116",1278000,3.0,3.0,1950.0,SINGLE_FAMILY,San Francisco,655.3846153846154
"81 Jersey St, San Francisco, CA, 94114",3150000,3.0,2.0,1810.0,SINGLE_FAMILY,San Francisco,1740.3314917127072
"1089 Clayton St, San Francisco, CA, 94117",2400000,3.0,2.0,1655.0,SINGLE_FAMILY,San Francisco,1450.1510574018127
"2356 15th St, San Francisco, CA, 94114",2100000,2.0,2.0,1339.0,SINGLE_FAMILY,San Francisco,1568.334578043316
"2363 Larkin St Apt 32, San Francisco, CA, 94109",480548,1.0,1.0,835.0,CONDOS,San Francisco,575.5065868263473
"2125 Mason St, San Francisco, CA, 94133",2000000,,,3204.0,MULTI_FAMILY,San Francisco,624.2197253433209
"355 Bryant St Unit 411, San Francisco, CA, 94107",1300000,1.0,1.0,1565.0,CONDOS,San Francisco,830.6709265175718
"333 Beale St Apt 7G, San Francisco, CA, 94105",1626000,2.0,2.0,1414.0,CONDOS,San Francisco,1149.92927864215
"3555 17th St, San Francisco, CA, 94110",930000,1.0,1.0,1107.0,CONDOS,San Francisco,840.1084010840109
"318 Madrid St, San Francisco, CA, 94112",1446000,3.0,2.0,1735.0,SINGLE_FAMILY,San Francisco,833.4293948126801
"2279 15th St, San Francisco, CA, 94114",2600000,7.0,4.0,3514.0,SINGLE_FAMILY,San Francisco,739.8975526465566
"935A 14th St # A, San Francisco, CA, 94114",965000,,1.0,776.0,CONDO,San Francisco,1243.5567010309278
"975 Darien Way, San Francisco, CA, 94127",1497000,,2.0,1700.0,SINGLE_FAMILY,San Francisco,880.5882352941177
"1621 Castro St, San Francisco, CA, 94114",2685000,4.0,4.0,1913.0,SINGLE_FAMILY,San Francisco,1403.5546262415055
"1672 Alabama St, San Francisco, CA, 94110",1637500,3.0,1.0,1675.0,SINGLE_FAMILY,San Francisco,977.6119402985074
"3470 21st St, San Francisco, CA, 94110",2900000,7.0,4.0,3350.0,OTHER,San Francisco,865.6716417910447
"5 College Ter, San Francisco, CA, 94112",1442000,4.0,2.0,1987.0,SINGLE_FAMILY,San Francisco,725.7171615500755
"209 18th Ave, San Francisco, CA, 94121",1350000,3.0,1.0,1212.0,CONDOS,San Francisco,1113.8613861386139
"278 7th Ave, San Francisco, CA, 94118",2400000,8.0,4.0,4200.0,MULTI_FAMILY,San Francisco,571.4285714285714
"875 California St Unit Ph 1, San Francisco, CA, 94108",4900000,3.0,2.0,2020.0,CONDOS,San Francisco,2425.7425742574255
"3701 Divisadero St Apt 102, San Francisco, CA, 94123",1525000,,2.0,1208.0,CONDO,San Francisco,1262.4172185430464
"826 Colby St, San Francisco, CA, 94134",900000,3.0,1.0,836.0,SINGLE_FAMILY,San Francisco,1076.5550239234449
"257 Hale St, San Francisco, CA, 94134",850000,,1.0,1275.0,SINGLE_FAMILY,San Francisco,666.6666666666666
"23 - A Delmar Street, San Francisco, CA, 94117",780000,2.0,1.0,752.0,CONDOS,San Francisco,1037.2340425531916
"960 Market St Unit 201, San Francisco, CA, 94102",599000,1.0,1.0,614.0,CONDOS,San Francisco,975.57003257329
"879 Alabama St Unit A, San Francisco, CA, 94110",1250000,2.0,1.0,1093.0,TOWNHOMES,San Francisco,1143.6413540713631
"1319 S Van Ness Ave, San Francisco, CA, 94110",1175000,5.0,3.0,2250.0,MULTI_FAMILY,San Francisco,522.2222222222222
"2053 Golden Gate Ave, San Francisco, CA, 94115",1275000,2.0,1.0,1533.0,CONDO,San Francisco,831.7025440313112
"612 19th Ave, San Francisco, CA, 94121",3300000,3.0,3.0,2485.0,SINGLE_FAMILY,San Francisco,1327.9678068410462
"326 Valley St, San Francisco, CA, 94131",3000000,3.0,2.0,2285.0,SINGLE_FAMILY,San Francisco,1312.9102844638949
"4036 18th St Apt A, San Francisco, CA, 94114",2250000,3.0,1.0,1750.0,CONDO,San Francisco,1285.7142857142858
"3726 21st St, San Francisco, CA, 94114",3050000,3.0,1.0,1882.0,SINGLE_FAMILY,San Francisco,1620.616365568544
"3338 17th St Apt 205, San Francisco, CA, 94110",513000,,,1034.0,CONDO,San Francisco,496.13152804642164
"2501 Moraga St, San Francisco, CA, 94122",1600000,2.0,1.0,1250.0,SINGLE_FAMILY,San Francisco,1280.0
"3485 Washington St, San Francisco, CA, 94118",4995000,4.0,3.0,3080.0,CONDOS,San Francisco,1621.7532467532467
"1998 Vallejo St Apt 4, San Francisco, CA, 94123",2750000,3.0,2.0,2050.0,CONDOS,San Francisco,1341.4634146341464
"229 Brannan St Unit 10A, San Francisco, CA, 94107",2135000,3.0,3.0,1654.0,CONDOS,San Francisco,1290.8101571946795
